Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
uu,60012902,4,"Saturday, February  9, 2013 20:58:29 UTC",44.7385,-110.9247,2.0,11.20,19,"Yellowstone National Park, Wyoming"
ak,10656844,2,"Saturday, February  9, 2013 20:50:53 UTC",60.9461,-151.2820,1.7,64.10,14,"Kenai Peninsula, Alaska"
us,c000f4mt,7,"Saturday, February  9, 2013 20:34:37 UTC",-11.0979,164.7279,5.0,10.10,81,"Santa Cruz Islands region"
ak,10653720,2,"Saturday, February  9, 2013 20:13:07 UTC",60.5790,-151.8317,1.9,77.90,18,"Kenai Peninsula, Alaska"
ak,10653713,2,"Saturday, February  9, 2013 20:01:41 UTC",62.7469,-151.8482,2.6,9.90,29,"Central Alaska"
ak,10653712,2,"Saturday, February  9, 2013 19:59:38 UTC",64.9832,-147.3415,1.2,0.00, 9,"Central Alaska"
ak,10656840,2,"Saturday, February  9, 2013 19:56:53 UTC",51.4170,-178.3588,1.8,17.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
mb,13241422,2,"Saturday, February  9, 2013 19:56:44 UTC",45.3303,-112.6143,1.4,9.40,13,"western Montana"
nc,71934530,0,"Saturday, February  9, 2013 19:56:17 UTC",38.8202,-122.8173,1.1,1.60,16,"Northern California"
ak,10656839,2,"Saturday, February  9, 2013 19:35:25 UTC",51.5241,-177.7447,1.4,33.00, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10656838,2,"Saturday, February  9, 2013 19:34:09 UTC",62.7121,-149.4258,1.4,61.80,10,"Central Alaska"
nc,71934525,0,"Saturday, February  9, 2013 19:27:41 UTC",38.8163,-122.8220,1.3,2.50,21,"Northern California"
ak,10656837,2,"Saturday, February  9, 2013 19:16:23 UTC",62.7586,-151.8749,1.5,16.90,10,"Central Alaska"
us,c000f4ld,7,"Saturday, February  9, 2013 18:56:10 UTC",12.5276,-88.0272,4.6,76.10,97,"near the coast of Nicaragua"
ak,10656836,2,"Saturday, February  9, 2013 18:54:17 UTC",59.1802,-153.6045,2.2,99.20,11,"Southern Alaska"
nc,71934495,0,"Saturday, February  9, 2013 18:46:19 UTC",36.0013,-120.5632,1.6,3.90,21,"Central California"
ak,10653694,2,"Saturday, February  9, 2013 18:32:10 UTC",62.0493,-150.9764,1.8,10.80,23,"Central Alaska"
pr,13040004,0,"Saturday, February  9, 2013 18:16:35 UTC",18.4300,-64.1405,3.0,87.00,16,"Virgin Islands region"
ak,10656834,2,"Saturday, February  9, 2013 18:05:23 UTC",59.5503,-153.1763,2.3,105.70,18,"Southern Alaska"
ak,10656833,2,"Saturday, February  9, 2013 18:00:14 UTC",51.4447,-176.1326,1.5,13.10, 6,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000f4kq,5,"Saturday, February  9, 2013 17:54:07 UTC",-10.8311,165.8535,5.3,15.70,110,"Santa Cruz Islands"
ak,10656832,2,"Saturday, February  9, 2013 17:49:58 UTC",62.8598,-150.4716,1.4,81.70,11,"Central Alaska"
us,c000f4ke,9,"Saturday, February  9, 2013 17:27:05 UTC",-11.6505,165.4800,5.0,33.40,94,"Santa Cruz Islands"
ak,10656831,2,"Saturday, February  9, 2013 17:14:44 UTC",59.9531,-140.1468,1.7,1.20, 9,"Southeastern Alaska"
ak,10656830,2,"Saturday, February  9, 2013 17:11:03 UTC",57.6959,-156.1412,1.6,1.00, 6,"Alaska Peninsula"
ak,10656829,2,"Saturday, February  9, 2013 17:08:11 UTC",49.9797,-177.6047,2.2,13.80,10,"south of the Aleutian Islands"
ak,10653686,2,"Saturday, February  9, 2013 17:05:54 UTC",51.4810,-178.1439,2.3,13.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10656827,2,"Saturday, February  9, 2013 16:36:41 UTC",55.6472,-134.8967,2.2,10.00, 4,"Southeastern Alaska"
ak,10656825,2,"Saturday, February  9, 2013 16:25:15 UTC",61.2494,-150.9220,1.6,61.90, 8,"Southern Alaska"
uu,60012877,2,"Saturday, February  9, 2013 16:03:02 UTC",37.8077,-113.0870,1.4,3.00, 6,"Utah"
ci,11242234,2,"Saturday, February  9, 2013 15:50:42 UTC",35.6608,-118.4638,1.4,10.10,39,"Central California"
ak,10653675,2,"Saturday, February  9, 2013 15:42:39 UTC",64.8409,-150.2040,2.1,18.30,18,"Central Alaska"
ak,10653674,2,"Saturday, February  9, 2013 15:32:48 UTC",56.2087,-135.4288,3.2,24.50,16,"Southeastern Alaska"
ak,10656822,2,"Saturday, February  9, 2013 15:29:57 UTC",62.9597,-150.8044,1.4,100.40,10,"Central Alaska"
ak,10656821,2,"Saturday, February  9, 2013 15:22:41 UTC",66.2075,-147.7977,1.2,24.40, 9,"northern Alaska"
ak,10656820,2,"Saturday, February  9, 2013 15:08:09 UTC",61.6753,-150.6306,1.3,58.90,12,"Southern Alaska"
ak,10656819,2,"Saturday, February  9, 2013 14:53:22 UTC",55.6948,-134.9273,2.1,10.00, 4,"Southeastern Alaska"
nc,71934445,0,"Saturday, February  9, 2013 14:52:04 UTC",38.8137,-122.7417,1.0,2.60,13,"Northern California"
nn,00402431,9,"Saturday, February  9, 2013 14:51:44 UTC",38.3498,-118.7405,1.7,13.30, 5,"Nevada"
nc,71934435,3,"Saturday, February  9, 2013 14:37:51 UTC",38.8148,-122.8237,2.0,2.80,66,"Northern California"
