Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nn,00402815,9,"Wednesday, February 13, 2013 05:38:00 UTC",38.0213,-118.0546,3.6,7.50,12,"Nevada"
us,c000f6gj,6,"Wednesday, February 13, 2013 05:21:17 UTC",-2.9880,130.1885,5.3,24.00,132,"Ceram Sea, Indonesia"
nn,00402813,9,"Wednesday, February 13, 2013 05:18:55 UTC",38.0317,-118.0275,2.2,6.10,32,"Nevada"
nn,00402810,9,"Wednesday, February 13, 2013 05:10:42 UTC",38.0302,-118.0302,2.6,8.10,46,"Nevada"
ci,11243866,2,"Wednesday, February 13, 2013 05:09:08 UTC",36.0765,-117.8388,1.0,0.00,36,"Central California"
ci,11243858,2,"Wednesday, February 13, 2013 05:07:27 UTC",33.5388,-116.6873,1.0,9.10,59,"Southern California"
nn,00402804,9,"Wednesday, February 13, 2013 04:59:03 UTC",38.0446,-118.0901,1.7,0.00,18,"Nevada"
nn,00402802,9,"Wednesday, February 13, 2013 04:54:09 UTC",38.0360,-118.0577,2.0,13.60,25,"Nevada"
ci,11243850,3,"Wednesday, February 13, 2013 04:53:05 UTC",34.4555,-117.9060,1.0,11.00,25,"Southern California"
nn,00402800,9,"Wednesday, February 13, 2013 04:53:03 UTC",38.0634,-118.0678,1.7,0.00,14,"Nevada"
nc,71936450,0,"Wednesday, February 13, 2013 04:50:15 UTC",36.5445,-121.0528,1.3,8.70, 7,"Central California"
nc,71936445,3,"Wednesday, February 13, 2013 04:48:06 UTC",36.5578,-121.0705,2.0,7.30,59,"Central California"
nn,00402799,9,"Wednesday, February 13, 2013 04:40:00 UTC",38.0634,-118.0901,1.5,0.00,14,"Nevada"
nn,00402798,9,"Wednesday, February 13, 2013 04:38:32 UTC",38.0446,-118.0455,1.6,0.00,16,"Nevada"
nn,00402797,9,"Wednesday, February 13, 2013 04:33:30 UTC",38.0258,-118.0678,1.4,0.00,19,"Nevada"
ak,10655256,1,"Wednesday, February 13, 2013 04:31:31 UTC",63.2706,-151.3522,1.3,6.40, 7,"Central Alaska"
ak,10655249,1,"Wednesday, February 13, 2013 04:18:00 UTC",63.7007,-150.3422,1.3,0.10, 7,"Central Alaska"
nc,71936435,0,"Wednesday, February 13, 2013 04:03:46 UTC",40.3942,-124.4297,2.4,19.90, 7,"offshore Northern California"
us,c000f6fa,8,"Wednesday, February 13, 2013 03:57:47 UTC",30.2809,131.4039,5.5,41.50,366,"Kyushu, Japan"
hv,60449452,1,"Wednesday, February 13, 2013 03:49:14 UTC",19.4982,-155.4297,2.2,9.50, 9,"Island of Hawaii, Hawaii"
nn,00402787,9,"Wednesday, February 13, 2013 03:36:11 UTC",38.0258,-118.0455,1.1,0.00, 4,"Nevada"
nn,00402784,9,"Wednesday, February 13, 2013 03:25:00 UTC",38.0258,-118.1123,1.7,0.00,29,"Nevada"
nn,00402782,9,"Wednesday, February 13, 2013 03:16:45 UTC",38.0256,-118.0378,3.2,7.30,16,"Nevada"
nc,71936405,0,"Wednesday, February 13, 2013 03:08:51 UTC",38.9818,-123.0683,1.9,5.10,15,"Northern California"
ci,11243778,2,"Wednesday, February 13, 2013 03:07:43 UTC",34.0595,-117.2965,1.5,18.00,113,"Greater Los Angeles area, California"
nn,00402778,9,"Wednesday, February 13, 2013 03:07:32 UTC",38.0261,-118.0376,3.5,8.10,14,"Nevada"
nn,00402776,9,"Wednesday, February 13, 2013 03:03:16 UTC",38.0258,-118.0678,1.2,12.00, 5,"Nevada"
ci,11243762,3,"Wednesday, February 13, 2013 02:59:38 UTC",36.0560,-117.9658,1.2,2.20,14,"Central California"
nn,00402779,9,"Wednesday, February 13, 2013 02:59:09 UTC",38.0265,-118.0342,3.7,8.50,13,"Nevada"
nn,00402775,9,"Wednesday, February 13, 2013 02:58:26 UTC",38.0262,-118.0288,2.0,6.10,11,"Nevada"
nn,00402771,9,"Wednesday, February 13, 2013 02:36:09 UTC",38.0255,-118.0665,1.9,13.10,31,"Nevada"
ak,10655204,2,"Wednesday, February 13, 2013 02:33:59 UTC",52.0355,-175.7695,2.6,168.60, 8,"Andreanof Islands, Aleutian Islands, Alaska"
nn,00402767,9,"Wednesday, February 13, 2013 02:31:43 UTC",38.0283,-118.0619,1.1,0.00,11,"Nevada"
ak,10655200,1,"Wednesday, February 13, 2013 02:25:42 UTC",63.0399,-150.7973,1.6,111.20,12,"Central Alaska"
nn,00402765,9,"Wednesday, February 13, 2013 02:24:41 UTC",38.0258,-118.0233,1.1,0.00, 5,"Nevada"
nn,00402764,9,"Wednesday, February 13, 2013 02:22:02 UTC",38.0369,-118.0560,1.1,9.40,11,"Nevada"
us,c000f6e8,8,"Wednesday, February 13, 2013 02:21:37 UTC",38.4998,141.7915,4.8,63.00,223,"near the east coast of Honshu, Japan"
nn,00402761,9,"Wednesday, February 13, 2013 02:12:19 UTC",38.0367,-118.0256,2.0,6.30,10,"Nevada"
nn,00402759,9,"Wednesday, February 13, 2013 02:06:56 UTC",38.0070,-118.1346,1.4,16.00, 6,"Nevada"
nn,00402758,9,"Wednesday, February 13, 2013 02:04:17 UTC",38.0188,-118.0576,2.6,7.90,18,"Nevada"
nc,71936360,0,"Wednesday, February 13, 2013 02:03:01 UTC",38.7820,-122.7555,1.0,1.50,19,"Northern California"
nn,00402754,9,"Wednesday, February 13, 2013 01:56:28 UTC",38.0354,-118.0311,2.0,8.50,15,"Nevada"
nn,00402753,9,"Wednesday, February 13, 2013 01:53:22 UTC",38.0298,-118.0330,1.7,7.10,15,"Nevada"
nc,71936335,0,"Wednesday, February 13, 2013 01:44:09 UTC",37.5742,-119.0015,1.7,3.70,22,"Central California"
nc,71936325,2,"Wednesday, February 13, 2013 01:32:47 UTC",37.2980,-118.6162,1.6,16.90,26,"Central California"
nn,00402717,9,"Wednesday, February 13, 2013 01:11:53 UTC",38.0350,-118.0829,1.3,9.60,16,"Nevada"
ak,10655153,1,"Wednesday, February 13, 2013 01:11:24 UTC",61.7601,-150.2653,1.7,36.20, 8,"Southern Alaska"
us,c000f6d7,6,"Wednesday, February 13, 2013 01:08:07 UTC",-58.5286,-26.3448,5.0,150.40,96,"South Sandwich Islands region"
nn,00402714,9,"Wednesday, February 13, 2013 01:01:48 UTC",38.0446,-118.0232,1.2,0.00, 7,"Nevada"
nc,71936315,1,"Wednesday, February 13, 2013 00:53:19 UTC",37.5735,-119.0018,1.8,3.60,25,"Central California"
nn,00402727,9,"Wednesday, February 13, 2013 00:49:06 UTC",38.0390,-118.1027,3.7,4.50,11,"Nevada"
nn,00402707,9,"Wednesday, February 13, 2013 00:44:34 UTC",38.0353,-118.0320,2.7,8.60,16,"Nevada"
nn,00402704,9,"Wednesday, February 13, 2013 00:42:44 UTC",38.0392,-118.0628,1.3,8.00,12,"Nevada"
nn,00402703,9,"Wednesday, February 13, 2013 00:39:19 UTC",38.0260,-118.0330,3.3,8.10,17,"Nevada"
nn,00402697,9,"Wednesday, February 13, 2013 00:34:25 UTC",38.0325,-118.0365,2.2,9.70,13,"Nevada"
nn,00402696,9,"Wednesday, February 13, 2013 00:33:13 UTC",38.0346,-118.0386,1.6,8.60,16,"Nevada"
nn,00402694,9,"Wednesday, February 13, 2013 00:31:14 UTC",38.0351,-118.0379,2.0,8.30,15,"Nevada"
nn,00402693,9,"Wednesday, February 13, 2013 00:30:19 UTC",38.0321,-118.0338,2.0,7.20,13,"Nevada"
ci,11243602,2,"Wednesday, February 13, 2013 00:26:50 UTC",35.0308,-117.6865,1.7,0.00,18,"Southern California"
nc,71936250,0,"Wednesday, February 13, 2013 00:24:23 UTC",38.5507,-119.6118,1.8,11.00, 8,"Northern California"
nn,00402690,9,"Wednesday, February 13, 2013 00:17:39 UTC",38.0364,-118.0904,2.7,10.70,18,"Nevada"
nn,00402688,9,"Wednesday, February 13, 2013 00:10:14 UTC",38.0283,-118.0525,5.1,12.40,22,"Nevada"
ak,10654881,1,"Wednesday, February 13, 2013 00:01:38 UTC",65.0034,-147.3897,1.3,11.80, 9,"northern Alaska"
ak,10654877,1,"Tuesday, February 12, 2013 23:58:52 UTC",59.2898,-152.6769,2.8,64.10,31,"Southern Alaska"
ak,10654864,1,"Tuesday, February 12, 2013 23:35:52 UTC",59.5907,-152.8940,2.7,93.60,18,"Southern Alaska"
us,c000f6am,6,"Tuesday, February 12, 2013 23:32:36 UTC",-11.0027,164.2174,5.3,15.00,96,"Santa Cruz Islands region"
ak,10654853,1,"Tuesday, February 12, 2013 23:15:21 UTC",60.1189,-148.2009,2.1,4.10,16,"Kenai Peninsula, Alaska"
nc,71936175,0,"Tuesday, February 12, 2013 22:46:26 UTC",35.6682,-121.0625,1.5,5.80,13,"Central California"
ak,10654836,1,"Tuesday, February 12, 2013 22:35:49 UTC",60.1467,-151.1046,1.8,1.90, 8,"Kenai Peninsula, Alaska"
ak,10654834,1,"Tuesday, February 12, 2013 22:30:41 UTC",63.5753,-143.9305,1.0,5.00, 5,"Central Alaska"
ci,11243522,2,"Tuesday, February 12, 2013 22:30:04 UTC",33.0543,-116.4362,1.1,7.40,39,"Southern California"
us,a000g3zv,9,"Tuesday, February 12, 2013 22:25:02 UTC",-6.8378,131.3493,5.6,40.30,72,"Kepulauan Tanimbar, Indonesia"
ak,10654823,1,"Tuesday, February 12, 2013 22:24:36 UTC",65.7193,-150.9894,2.7,35.20,22,"northern Alaska"
ak,10654818,1,"Tuesday, February 12, 2013 22:19:09 UTC",60.7278,-147.6469,1.6,7.60, 9,"Southern Alaska"
ak,10654814,1,"Tuesday, February 12, 2013 22:17:41 UTC",60.9869,-150.9654,1.9,50.40,19,"Kenai Peninsula, Alaska"
uw,60505941,1,"Tuesday, February 12, 2013 22:10:13 UTC",49.4537,-120.4872,2.2,0.00, 6,"British Columbia, Canada"
nc,71936170,3,"Tuesday, February 12, 2013 22:06:30 UTC",36.0802,-120.0322,1.7,7.90,38,"Central California"
nc,71936165,2,"Tuesday, February 12, 2013 22:02:42 UTC",37.3222,-122.1047,1.7,0.00,15,"San Francisco Bay area, California"
nc,71936160,2,"Tuesday, February 12, 2013 21:52:07 UTC",37.9148,-121.9512,1.0,0.00, 7,"San Francisco Bay area, California"
pr,13043002,0,"Tuesday, February 12, 2013 21:42:31 UTC",19.7234,-64.6956,3.4,49.00,11,"Virgin Islands region"
ak,10654800,1,"Tuesday, February 12, 2013 21:29:42 UTC",62.1040,-149.4414,1.6,35.30,14,"Central Alaska"
nn,00402949,9,"Tuesday, February 12, 2013 21:23:05 UTC",38.0288,-118.0387,1.0,7.20,12,"Nevada"
ci,11243506,2,"Tuesday, February 12, 2013 21:22:58 UTC",33.1965,-116.0390,1.6,9.10,73,"Southern California"
nc,71936130,0,"Tuesday, February 12, 2013 21:17:37 UTC",39.3317,-122.8460,2.0,1.30, 8,"Northern California"
us,a000g3z4,5,"Tuesday, February 12, 2013 21:11:07 UTC",27.1800,54.2800,4.0,14.10, 0,"southern Iran"
ak,10654789,1,"Tuesday, February 12, 2013 21:07:45 UTC",61.4630,-151.3352,1.8,66.50,12,"Southern Alaska"
ak,10654766,1,"Tuesday, February 12, 2013 20:37:14 UTC",63.3400,-145.9564,1.8,23.20, 6,"Central Alaska"
ci,11243442,2,"Tuesday, February 12, 2013 20:30:14 UTC",33.5797,-117.0838,1.3,0.00,10,"Southern California"
ak,10654758,1,"Tuesday, February 12, 2013 20:27:00 UTC",63.0712,-151.5430,1.4,13.10, 5,"Central Alaska"
us,c000f63w,6,"Tuesday, February 12, 2013 20:17:47 UTC",-60.4060,-31.9145,5.1,19.30,83,"Scotia Sea"
ak,10654755,1,"Tuesday, February 12, 2013 20:15:53 UTC",61.7872,-149.4324,1.4,41.10, 5,"Southern Alaska"
nc,71936105,2,"Tuesday, February 12, 2013 20:10:51 UTC",37.3912,-118.6763,1.1,13.50,26,"Central California"
nc,71936095,3,"Tuesday, February 12, 2013 20:08:40 UTC",37.3893,-118.6762,1.8,14.00,41,"Central California"
nc,71936100,2,"Tuesday, February 12, 2013 20:06:36 UTC",38.8053,-122.8162,1.0,3.80,27,"Northern California"
nc,71936090,1,"Tuesday, February 12, 2013 20:04:54 UTC",37.3915,-118.6760,1.6,13.40,24,"Central California"
ci,11243410,2,"Tuesday, February 12, 2013 19:58:13 UTC",34.0047,-117.1687,1.1,16.60,44,"Greater Los Angeles area, California"
nc,71936080,0,"Tuesday, February 12, 2013 19:43:40 UTC",38.7802,-122.6977,1.2,2.50,14,"Northern California"
ak,10654733,1,"Tuesday, February 12, 2013 19:43:19 UTC",62.3604,-149.7393,2.1,0.10,25,"Central Alaska"
nc,71936075,2,"Tuesday, February 12, 2013 19:30:01 UTC",37.6817,-119.4088,1.5,16.90,15,"Central California"
ci,11243394,3,"Tuesday, February 12, 2013 19:27:48 UTC",34.7812,-118.6295,3.0,9.50,107,"Southern California"
us,c000f622,7,"Tuesday, February 12, 2013 19:19:13 UTC",42.5482,70.8916,4.6,23.10,63,"central Kazakhstan"
nc,71936060,1,"Tuesday, February 12, 2013 19:02:08 UTC",38.8232,-122.7912,1.0,3.50,23,"Northern California"
ci,11243362,2,"Tuesday, February 12, 2013 19:00:30 UTC",33.6818,-116.7885,1.4,18.50,22,"Southern California"
nc,71936055,0,"Tuesday, February 12, 2013 18:52:41 UTC",38.7563,-122.7172,1.3,0.80,12,"Northern California"
ci,11243354,2,"Tuesday, February 12, 2013 18:48:02 UTC",35.0460,-118.3478,1.3,0.00,10,"Southern California"
nc,71936040,0,"Tuesday, February 12, 2013 18:24:15 UTC",37.3913,-118.6765,1.4,13.50,18,"Central California"
us,c000f61w,6,"Tuesday, February 12, 2013 18:23:52 UTC",51.5107,-178.9649,3.1,20.70, 0,"Andreanof Islands, Aleutian Islands, Alaska"
nn,00402642,9,"Tuesday, February 12, 2013 18:01:34 UTC",36.4977,-116.5894,1.0,4.70,16,"Central California"
ci,11243346,2,"Tuesday, February 12, 2013 17:59:14 UTC",36.5042,-116.5927,1.3,4.30,13,"Central California"
nn,00402636,9,"Tuesday, February 12, 2013 17:40:32 UTC",39.7395,-117.4332,2.0,0.00, 4,"Nevada"
us,c000f607,8,"Tuesday, February 12, 2013 17:37:24 UTC",37.3531,57.4975,4.1,23.80,30,"northeastern Iran"
ci,11243338,2,"Tuesday, February 12, 2013 17:11:21 UTC",33.5045,-116.4518,1.3,7.90,50,"Southern California"
us,c000f5zg,9,"Tuesday, February 12, 2013 17:00:18 UTC",38.4956,43.1435,4.4,12.40,67,"eastern Turkey"
ci,11243330,0,"Tuesday, February 12, 2013 16:59:20 UTC",35.1537,-118.4005,1.9,0.10,38,"Central California"
ak,10654678,2,"Tuesday, February 12, 2013 16:55:44 UTC",51.4556,-177.8493,2.0,19.40,18,"Andreanof Islands, Aleutian Islands, Alaska"
hv,60449297,1,"Tuesday, February 12, 2013 16:51:24 UTC",19.4140,-155.6500,2.4,2.70,12,"Island of Hawaii, Hawaii"
ci,11243314,2,"Tuesday, February 12, 2013 16:43:54 UTC",34.7112,-118.9918,1.2,15.80,15,"Southern California"
ak,10654664,1,"Tuesday, February 12, 2013 16:37:46 UTC",61.8148,-149.9220,2.1,20.50,30,"Southern Alaska"
ak,10654660,1,"Tuesday, February 12, 2013 16:30:10 UTC",63.5106,-148.9308,1.8,0.40,19,"Central Alaska"
ak,10654653,1,"Tuesday, February 12, 2013 15:51:28 UTC",62.8052,-151.8151,1.5,15.10,12,"Central Alaska"
uu,60013082,3,"Tuesday, February 12, 2013 15:43:59 UTC",44.6818,-110.4623,1.2,3.30,14,"Yellowstone National Park, Wyoming"
us,c000f5yn,E,"Tuesday, February 12, 2013 15:40:05 UTC",-10.6777,165.7539,5.0,10.20,65,"Santa Cruz Islands"
ak,10654647,1,"Tuesday, February 12, 2013 15:20:37 UTC",61.5680,-147.9087,1.4,32.00, 7,"Southern Alaska"
ak,10654641,1,"Tuesday, February 12, 2013 15:08:40 UTC",61.2319,-150.4695,2.1,44.70,27,"Southern Alaska"
nc,71935990,0,"Tuesday, February 12, 2013 14:47:14 UTC",36.9095,-121.0963,1.4,2.50,12,"Central California"
pr,13043001,0,"Tuesday, February 12, 2013 13:46:30 UTC",17.8682,-67.0235,2.1,12.00, 7,"Puerto Rico region"
us,2013lnal,3,"Tuesday, February 12, 2013 13:15:24 UTC",-7.7975,127.7507,4.1,125.00, 9,"Kepulauan Barat Daya, Indonesia"
ci,11243250,2,"Tuesday, February 12, 2013 12:55:03 UTC",33.4857,-116.4752,1.1,14.80,53,"Southern California"
ci,11243234,2,"Tuesday, February 12, 2013 12:49:23 UTC",33.4885,-116.4790,1.8,14.40,71,"Southern California"
us,c000f5xe,6,"Tuesday, February 12, 2013 12:27:00 UTC",37.4941,57.3896,4.3,10.30,42,"northeastern Iran"
uu,60013067,4,"Tuesday, February 12, 2013 12:26:31 UTC",37.9247,-112.4638,2.2,9.30,19,"Utah"
ak,10654625,1,"Tuesday, February 12, 2013 11:49:42 UTC",58.5814,-152.5862,2.6,74.70,23,"Kodiak Island region, Alaska"
ak,10654620,1,"Tuesday, February 12, 2013 11:38:09 UTC",64.6564,-147.8953,1.7,8.80,17,"Central Alaska"
ci,11243202,2,"Tuesday, February 12, 2013 11:06:02 UTC",33.5070,-116.4532,1.0,8.00,54,"Southern California"
ak,10654616,1,"Tuesday, February 12, 2013 10:57:29 UTC",63.3939,-151.4699,1.6,4.30, 9,"Central Alaska"
ci,11243194,2,"Tuesday, February 12, 2013 10:43:39 UTC",33.2575,-116.3158,1.3,13.50,54,"Southern California"
ak,10654610,1,"Tuesday, February 12, 2013 10:30:19 UTC",62.8927,-149.5180,1.1,74.90, 6,"Central Alaska"
ak,10654607,1,"Tuesday, February 12, 2013 10:14:58 UTC",60.3447,-152.1769,1.7,70.00,10,"Southern Alaska"
ci,11243186,2,"Tuesday, February 12, 2013 10:07:29 UTC",36.0447,-117.3543,1.3,7.30,21,"Central California"
nc,71935920,0,"Tuesday, February 12, 2013 09:41:18 UTC",38.8248,-122.8263,1.0,2.80,23,"Northern California"
ak,10654601,1,"Tuesday, February 12, 2013 09:34:02 UTC",60.8272,-151.6982,1.7,82.10,13,"Kenai Peninsula, Alaska"
nn,00402619,9,"Tuesday, February 12, 2013 09:22:02 UTC",38.5506,-119.6280,1.0,9.80,13,"Northern California"
ak,10654594,1,"Tuesday, February 12, 2013 09:08:48 UTC",62.7099,-151.8627,2.0,1.90,18,"Central Alaska"
ak,10654587,1,"Tuesday, February 12, 2013 08:53:37 UTC",59.9869,-152.6854,2.6,112.40,18,"Southern Alaska"
us,c000f5w2,4,"Tuesday, February 12, 2013 08:51:32 UTC",-3.2074,129.1016,4.3,10.00,24,"Seram, Indonesia"
ak,10654581,1,"Tuesday, February 12, 2013 08:38:51 UTC",63.0651,-150.8104,1.7,97.80,20,"Central Alaska"
ak,10654575,1,"Tuesday, February 12, 2013 08:20:55 UTC",60.7567,-150.5577,1.7,29.50, 6,"Kenai Peninsula, Alaska"
nc,71935890,0,"Tuesday, February 12, 2013 07:56:39 UTC",38.7468,-122.7002,1.0,1.80, 9,"Northern California"
ci,11243170,2,"Tuesday, February 12, 2013 07:49:08 UTC",36.5965,-117.0697,1.2,5.20,14,"Central California"
nc,71935885,2,"Tuesday, February 12, 2013 07:45:12 UTC",37.5128,-119.2180,1.0,17.60,14,"Central California"
ak,10654569,1,"Tuesday, February 12, 2013 07:40:42 UTC",63.5432,-147.5335,1.3,0.20, 8,"Central Alaska"
ak,10654562,1,"Tuesday, February 12, 2013 07:21:20 UTC",62.0603,-145.1054,1.7,17.90,11,"Central Alaska"
ak,10654559,1,"Tuesday, February 12, 2013 07:14:50 UTC",62.0639,-145.2827,1.8,17.30,14,"Central Alaska"
uw,60505871,2,"Tuesday, February 12, 2013 07:01:39 UTC",48.0210,-122.7865,1.1,15.40,23,"Puget Sound region, Washington"
nc,71935855,1,"Tuesday, February 12, 2013 06:56:41 UTC",38.8398,-122.8278,1.4,2.30,27,"Northern California"
uw,60505866,2,"Tuesday, February 12, 2013 06:51:35 UTC",48.0125,-122.7868,1.1,17.00,26,"Puget Sound region, Washington"
ak,10654548,1,"Tuesday, February 12, 2013 06:40:46 UTC",63.3990,-151.4516,2.1,0.10,13,"Central Alaska"
ak,10654546,1,"Tuesday, February 12, 2013 06:31:36 UTC",63.0453,-151.4555,1.3,0.00, 8,"Central Alaska"
uw,60505786,3,"Tuesday, February 12, 2013 05:53:56 UTC",45.2962,-121.7450,1.7,7.10,10,"Mount Hood area, Oregon"
ak,10654534,1,"Tuesday, February 12, 2013 05:50:22 UTC",63.5352,-149.5146,1.1,100.70, 4,"Central Alaska"
nc,71935825,0,"Tuesday, February 12, 2013 05:46:57 UTC",38.8288,-122.8548,1.0,2.00,18,"Northern California"
ak,10654528,1,"Tuesday, February 12, 2013 05:24:55 UTC",64.1457,-145.6067,1.4,20.90, 5,"Central Alaska"
nc,71935805,3,"Tuesday, February 12, 2013 05:19:49 UTC",36.5483,-121.1388,2.2,6.80,72,"Central California"
nc,71935790,2,"Tuesday, February 12, 2013 04:59:39 UTC",37.8568,-121.9667,1.2,6.50,12,"San Francisco Bay area, California"
uw,60505766,3,"Tuesday, February 12, 2013 04:30:36 UTC",47.8770,-121.6507,1.1,10.40,20,"Washington"
ci,11243138,2,"Tuesday, February 12, 2013 04:23:40 UTC",35.4350,-118.3175,1.4,11.60,19,"Central California"
ci,11243130,4,"Tuesday, February 12, 2013 04:23:40 UTC",35.4393,-118.3190,1.3,11.70,28,"Central California"
ci,11243122,2,"Tuesday, February 12, 2013 04:16:50 UTC",35.4400,-118.3155,1.5,11.10,44,"Central California"
hv,60449182,2,"Tuesday, February 12, 2013 04:10:33 UTC",19.4307,-155.3082,2.4,6.00,25,"Island of Hawaii, Hawaii"
ak,10654508,2,"Tuesday, February 12, 2013 04:00:31 UTC",60.2321,-152.2394,3.3,88.10,56,"Southern Alaska"
ci,11243114,2,"Tuesday, February 12, 2013 04:00:01 UTC",32.8395,-115.6042,1.3,10.10,11,"Southern California"
ci,11243106,2,"Tuesday, February 12, 2013 03:46:05 UTC",32.8335,-115.6028,1.6,9.40,20,"Southern California"
ak,10654502,1,"Tuesday, February 12, 2013 03:40:02 UTC",63.1175,-151.4364,1.7,0.10,16,"Central Alaska"
us,c000f5t3,7,"Tuesday, February 12, 2013 03:12:26 UTC",-11.1892,165.6585,4.9,1.00,71,"Santa Cruz Islands"
us,c000f5t0,B,"Tuesday, February 12, 2013 02:57:51 UTC",41.3075,129.0757,5.1,0.00,178,"North Korea"
us,c000f5sz,5,"Tuesday, February 12, 2013 02:55:17 UTC",32.7593,94.3939,4.6,38.10,50,"Xizang-Qinghai border region"
us,c000f5su,3,"Tuesday, February 12, 2013 02:37:31 UTC",-11.0655,165.6181,4.6,34.90,18,"Santa Cruz Islands"
uw,60505746,3,"Tuesday, February 12, 2013 02:29:03 UTC",47.8742,-121.6523,1.2,12.10,16,"Washington"
nc,71935735,0,"Tuesday, February 12, 2013 02:24:16 UTC",37.5592,-118.8492,1.1,9.70,13,"Central California"
nc,71935725,0,"Tuesday, February 12, 2013 02:20:04 UTC",38.7985,-122.7388,1.0,1.50,18,"Northern California"
ak,10654481,1,"Tuesday, February 12, 2013 02:16:30 UTC",60.7643,-150.3005,1.7,31.60, 6,"Kenai Peninsula, Alaska"
ak,10654471,1,"Tuesday, February 12, 2013 01:49:39 UTC",60.6754,-150.4963,2.6,39.40,34,"Kenai Peninsula, Alaska"
ak,10654466,1,"Tuesday, February 12, 2013 01:43:25 UTC",61.1233,-150.3396,1.6,22.90,13,"Southern Alaska"
ak,10654460,1,"Tuesday, February 12, 2013 01:37:11 UTC",63.7132,-149.3573,1.8,72.00, 4,"Central Alaska"
ci,11243082,2,"Tuesday, February 12, 2013 01:24:28 UTC",33.4872,-116.5882,1.0,11.40,54,"Southern California"
us,c000f5s1,9,"Tuesday, February 12, 2013 01:23:56 UTC",-18.1625,-177.9288,5.2,526.00,366,"Fiji region"
nc,71935700,2,"Tuesday, February 12, 2013 01:20:21 UTC",39.2338,-120.4760,1.0,6.40,14,"Northern California"
nc,71935685,1,"Tuesday, February 12, 2013 00:54:03 UTC",38.8342,-122.7987,1.7,2.40,29,"Northern California"
ci,11243066,2,"Tuesday, February 12, 2013 00:51:20 UTC",35.6617,-118.4643,1.3,9.70,26,"Central California"
ak,10654431,1,"Tuesday, February 12, 2013 00:45:36 UTC",57.0392,-154.9518,1.9,20.90, 8,"Kodiak Island region, Alaska"
ci,11243058,2,"Tuesday, February 12, 2013 00:26:55 UTC",35.0448,-117.6737,1.1,0.00,10,"Southern California"
pr,13043000,0,"Tuesday, February 12, 2013 00:06:29 UTC",18.3412,-64.2774,3.0,25.00, 6,"Virgin Islands region"
ak,10654414,1,"Tuesday, February 12, 2013 00:04:23 UTC",64.9879,-147.4431,1.0,1.60, 7,"Central Alaska"
nc,71935655,2,"Monday, February 11, 2013 23:50:36 UTC",37.7300,-119.4272,1.3,4.90,14,"Central California"
ak,10654411,1,"Monday, February 11, 2013 23:43:28 UTC",64.5090,-147.7920,1.1,14.60, 8,"Central Alaska"
ak,10654407,1,"Monday, February 11, 2013 23:39:50 UTC",63.2822,-151.1595,1.2,13.50, 6,"Central Alaska"
ak,10654405,1,"Monday, February 11, 2013 23:25:47 UTC",63.1566,-151.4038,1.4,5.30, 5,"Central Alaska"
nc,71935630,1,"Monday, February 11, 2013 23:08:20 UTC",38.8255,-122.7990,1.5,2.80,30,"Northern California"
us,a000g3ty,5,"Monday, February 11, 2013 23:03:18 UTC",-7.0835,105.1095,4.5,44.30,32,"Java, Indonesia"
ci,11243034,2,"Monday, February 11, 2013 22:54:17 UTC",33.4893,-116.5883,1.1,11.50,49,"Southern California"
ci,11243010,2,"Monday, February 11, 2013 22:05:20 UTC",33.7078,-116.8172,1.0,16.90,56,"Southern California"
uw,60505711,1,"Monday, February 11, 2013 22:00:19 UTC",44.4743,-122.4892,1.3,0.00, 6,"Oregon"
nc,71935615,3,"Monday, February 11, 2013 21:56:28 UTC",37.6838,-122.4300,1.1,0.00,12,"San Francisco Bay area, California"
nc,71936045,2,"Monday, February 11, 2013 21:43:34 UTC",40.4045,-122.0915,1.2,14.10,13,"Northern California"
ak,10654366,1,"Monday, February 11, 2013 21:28:55 UTC",60.3901,-141.1704,2.0,13.20, 4,"Southern Alaska"
nc,71935600,0,"Monday, February 11, 2013 21:25:18 UTC",38.8207,-122.7913,1.1,3.40,23,"Northern California"
ci,11242994,2,"Monday, February 11, 2013 21:19:54 UTC",34.4685,-116.5148,1.4,6.80,22,"Southern California"
ak,10654350,1,"Monday, February 11, 2013 20:37:50 UTC",61.5856,-151.5402,1.9,80.20, 9,"Southern Alaska"
nm,021213a,A,"Monday, February 11, 2013 20:37:27 UTC",36.2528,-89.4692,1.5,6.60,10,"Tennessee"
hv,60465891,8,"Monday, February 11, 2013 20:22:15 UTC",19.7612,-155.8338,2.0,14.20,14,"Island of Hawaii, Hawaii"
nc,71935570,4,"Monday, February 11, 2013 20:15:30 UTC",40.7490,-122.3142,1.8,4.40,20,"Northern California"
us,c000f5mb,7,"Monday, February 11, 2013 20:09:54 UTC",-11.0440,165.4951,5.8,2.20,168,"Santa Cruz Islands"
nn,00402555,9,"Monday, February 11, 2013 19:50:51 UTC",36.4006,-115.5843,1.3,16.00, 6,"Nevada"
ci,11242970,2,"Monday, February 11, 2013 19:49:33 UTC",33.4092,-116.3398,1.2,16.30,49,"Southern California"
ak,10654331,1,"Monday, February 11, 2013 19:47:48 UTC",63.4366,-151.3007,1.1,17.60, 5,"Central Alaska"
ci,11242962,2,"Monday, February 11, 2013 19:31:04 UTC",33.9743,-117.1333,1.1,16.40,23,"Greater Los Angeles area, California"
